,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"847,751","8,352,530",,,,,,,,,,,,,,,"7,963,075","230,553","158,902",0,0,0,0,"8,352,530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,418,804","10,369,242","219,960","308,682","1,735,151",14.4%,"332,509","242,486","4,551","3,002","33,056",11.9%,"316,922","217,813","4,383","3,772","45,678",17.3%,0,0,0,0,0,0.0%,0,0,0,0,0,0.0%,0,0,0,0,0,0.0%,0,0,0,0,0,0.0%,"15,068,235","10,829,541","228,893","315,456","1,813,885",14.45%,"10,829,541","193,347","10,055,162","967,725",,"315,456","256,227","908,496",8.39%,,
,,,,,Sku,Department,Description,Supplier,Mktg - Promotion,Mktg - Barker,Mktg - Posters,Mktg - Leaflet,Mktg - Duration,Mktg - Deal Type,Mktg - Promo Code?,Mktg - Stacks,Mktg - a,Mktg - b,Mktg - c,Mktg - d,Stk - Outer,Stk - Buy,Stk - Inv Cost (£) Current,Stk - Inv Cost (£) Prior,Stk - Duty (£),Stk - Total (£),Stk - S/I Retro (£) Current,Stk - S/I Retro (£) Prior,Stk - Net Cost (£),Stk - W/Sale Cost (£) Current,Stk - W/Sale Cost (£) Prior,Stk - VAT,Stk - Vat Rate,Stk - Margin,Stk - Handling (£),Stk - W/Sale Cost (£) Unit,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,,
,,,,,Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Checked,Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Info,,,,,Marketing,,,,,,,,,,,3,4,5,5,6,,8,8,,14,14,11,,,13,,Deal Units,,,,,Retail Prices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sales Out Retro - Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sales Out Retro - Claim,,,,,Retail Margin %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Info,,,,,,,,,,,,,,,,,,Current Pd,Prior Pd,,,Current Pd,Prior Pd,,Current Pd,Prior Pd,,,,,,,,,,,BB,,,,,,TG,,,,,WR,,,,,,BBWH,,,,,Scotland BB,,,,,Scotland WR,,,,,GT Stores,,,,,BB,,,,,TG,,,,,WR,,,,,BBWH,,,,,Scotland BB,,,,,Scotland WR,,,,,GT Stores,,,,,,,,,,BB,,,,,TG,,,,,WR,,,,,BBWH,,,,,Scotland BB,,,,,Scotland WR,,,,,GT,,,,,Volume,,,,,,,,,,Redemption,,,,,,Sales Volume,,,,,,,,Deal Volume BB,,,,,,Deal Volume TG,,,,,,Deal Volume WR,,,,,,Deal Volume BBWH,,,,,,Deal Volume Scotland BB,,,,,,Deal Volume Scotland WR,,,,,,Deal Volume GT,,,,,,,BB Retail Sales,,,,,,TG Retail Sales,,,,,,WR Retail Sales,,,,,,BBWH Retail Sales,,,,,,Scotland BB Retail Sales,,,,,,Scotland WR Retail Sales,,,,,,GT Retail Sales,,,,,,Sales Out Retro BB,,,,,,Sales Out Retro TG,,,,,,Sales Out Retro WR,,,,,,Sales Out Retro BBWH,,,,,,Sales Out Retro Scotland BB,,,,,,Sales Out Retro Scotland WR,,,,,,Sales Out Retro GT,,,,,,BB Summary,,,,,,TG Summary,,,,,,WR Summary,,,,,,BBWH Summary,,,,,,BB Scotland Summary,,,,,,WR Scotland Summary,,,,,,GT Summary,,,,,,Total Retail View,,,,,,CVR WSL,,,,,,,,,,
Invoice Change,SI RETRO Change,WSL Change,Retail Change,,Sku,DEPT,Description,Supplier,Promotion,Barker,Posters,Leaflet,Duration,Deal Type,Promo Code?,Stacks,a,b,c,d,Outer,Buy,Inv Cost (£) Current,Inv Cost (£) Prior,Duty (£),Total (£),S/I Retro (£) Current,S/I Retro (£) Prior,Net Cost (£),W/Sale Cost (£) Current,W/Sale Cost (£) Prior,VAT,Vat Rate,Margin,Handling (£),W/Sale Cost (£) Unit,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Prior PD,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Prior PD,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Single,Deal 1,Deal 2,Deal 3,Deal 4,Forecast Cases,Forecast Units,BB%,TG%,WR%,BBWH%,Scotland BB%,Scotland WR%,GT%,Total%,Single %,Deal 1 %,Deal 2 %,Deal 3 %,Deal 4 %,Total,BB,TG,WR,BBWH,Scotland BB,Scotland WR,GT,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Total Volume,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Single ,Deal 1 ,Deal 2 ,Deal 3 ,Deal 4 ,Total,Total Sales,Total Cost of Sales,Handling,Total S/O Retro,Total Cash Margin,Total GM %,Total Sales,Total Cost of Sales,Handling,Total S/O Retro,Total Cash Margin,Total GM %,Total Sales,Total Cost of Sales,Handling,Total S/O Retro,Total Cash Margin,Total GM %,Total Sales,Total Cost of Sales,Handling,Total S/O Retro,Total Cash Margin,Total GM %,Total Sales,Total Cost of Sales,Handling,Total S/O Retro,Total Cash Margin,Total GM %,Total Sales,Total Cost of Sales,Handling,Total S/O Retro,Total Cash Margin,Total GM %,Total Sales,Total Cost of Sales,Handling,Total S/O Retro,Total Cash Margin,Total GM %,Total Sales,Total Cost of Sales,Handling,Total S/O Retro,Total Cash Margin,Total GM %,Total Sales,Total S/I Retro,Total Cost of Sales,WSL Product Margin £,Product GM%,Total S/O Retro Cost,Total S/O Retro Claim,Total Cash Margin,Total GM %,,
